"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Santa Lucía","LCA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","14.668","18.335","18.335","22.002","22.002","25.669","29.336","33.003","36.67","62.339","66.006","69.673","77.007","80.674","73.34","77.007","84.341","69.673","99.009","150.347","113.677","95.342","113.677","102.676","113.677","128.345","132.012","146.68","165.015","165.015","161.348","168.682","150.347","231.021","256.69","308.028","322.696","304.361","293.36","333.697","348.365","348.365","289.693","359.366","355.699","366.7","366.7","385.035","396.036","385.035","403.37","407.037","407.037","407.037","407.037","410.704","414.371","","","","",
"América Latina y el Caribe","LCN","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","204659.638967813","210004.476591168","219692.925291441","218918.755799004","235027.436391647","240993.752239615","252114.994755978","269303.046275577","291653.468400998","323632.623588611","357926.84331611","384788.291522466","409051.805566699","449312.341142166","482951.494376063","497608.607170386","534039.236939515","549325.362446444","581922.364440522","617571.380779786","653730.30683282","643699.601149554","647644.887986015","604678.48115573","607864.486374607","622361.554514243","639162.521287624","667747.241008395","681563.188873435","698099.895868147","688571.655961224","698438.168365705","731774.400582584","745600.916456839","757160.851397737","755765.173483109","774973.423396172","815403.421227136","872075.388176607","898392.290934846","876329.414460395","904857.071035406","909594.932329599","910934.783127642","894164.317305464","935859.729779025","946061.204883018","961700.241142404","1008416.37230086","988951.317651502","1020359.65344231","1031026.35451784","1085323.80810856","1097662.4971122","1101020.86929904","1062147.85449395","1032749.74380207","","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","18505.1672725421","19487.3948347789","20964.0696549879","23346.8838430968","24778.9199561475","28101.3397963268","30912.6181226323","32240.0602631402","36882.2932660083","41562.6711579715","44053.5324158786","44499.7889780135","35895.0470619769","38114.8873966991","37966.1352093208","37599.9759788512","36314.6045135567","36814.2592968018","39884.6570106357","43969.6209255626","45724.1339048963","45060.4702996701","42771.9751092349","44373.9217425396","44049.7182572279","44442.5765982526","44698.1252278512","48348.2750565954","49553.5491902247","49294.1864019753","48874.6289503955","54486.917816387","54812.5971972745","53744.6717855272","52786.5684905907","64837.0168081496","65502.1268238164","65946.7790253016","66525.9478591688","71607.687304713","72504.4648539266","79129.4089987427","82589.4757094589","91047.1869529254","95786.9360668786","97300.9707956473","105225.413649424","110229.932383433","117479.399163547","125325.529876181","136177.355148883","141331.039866022","143314.94744165","155435.799701176","178857.379501662","161568.263812975","171199.187872891","","","","",
"Países de ingreso bajo","LIC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","10316.5398813582","11024.2708494724","11280.9205412062","12318.7807214476","13720.6664872961","14176.2354917571","16756.5170800488","17483.8961628017","22663.6008941944","26913.0260618559","26813.4899768476","30002.4730080746","29003.2838470299","29765.1177284395","32904.3327171623","33895.8652562834","34362.9191936299","36889.6044284557","39902.4851554373","51303.1951998479","50767.2316651879","55655.9847634795","52283.2428060833","57374.8963853533","61919.1014970778","60223.1597409751","64560.6360607592","70647.6504901121","72535.0077943077","69284.771787691","64817.1328952037","71941.6195952199","69001.4767765136","67370.6163067624","65850.7768549051","68728.8371464531","71239.5660586851","71235.7791372488","74814.4198945026","77094.1465991235","77787.1532219567","80687.9350421221","70126.2111564283","90132.517104123","91189.0681848361","93199.9234674834","99368.8184871303","117288.530723453","123714.936400765","121836.623368386","116625.819472109","114914.130982926","102190.074957135","106008.937638361","106483.492981332","98483.3119632236","100859.82533432","","","","",
"Liechtenstein","LIE","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","",
"Sri Lanka","LKA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1525.472","1921.508","2141.528","2108.525","1767.494","2244.204","2537.564","2482.559","3017.941","4118.041","3377.307","2970.27","3347.971","3461.648","2680.577","2691.578","2581.568","2742.916","3135.285","3527.654","3120.617","3707.337","4088.705","4554.414","3626.663","3652.332","3402.976","3777.01","3292.966","3281.965","3670.667","3971.361","4774.434","4701.094","5056.793","5452.829","6593.266","7128.648","7385.338","8122.405","9732.218","9886.232","10546.292","10267.6","11371.367","11122.011","10949.662","11345.698","11089.008","12005.758","12170.773","13014.183","13113.192","11932.418","13102.191","13751.25","16486.832","","","","",
"Países de ingreso mediano bajo","LMC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","140948.154904641","149223.215904391","155526.16045564","170965.501153507","184870.719032175","201454.891717244","216781.35040145","214336.530905035","253246.230363325","255148.246975157","301335.035512127","323452.825887424","322517.276893098","359577.373375888","366298.322047392","386355.256854998","405428.100031781","448953.193102722","474080.626940898","523095.450903074","528002.670156332","546316.483016963","584616.623213931","616870.998683413","633856.508490779","663379.257415507","662108.322932649","677628.727711164","733161.503864943","772533.995031822","775027.321361041","823268.202633512","890957.715813934","872880.440450778","861797.152532852","907942.066028334","941092.906362594","970854.945228897","1006481.37105111","1056092.10422973","1122302.09654685","1125067.41722524","1108028.054","1129744.028","1173601.348","1175937.227","1191918.013","1234616.561","1322730.904","1408769.725","1430225.342","1462582.95","1512186.459","1565508.306","1659882.218","1723875.035","1790387.081","","","","",
"Ingreso mediano y bajo","LMY","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","819795.805482629","874428.413053113","950723.522992516","1020033.34276197","1107403.08447794","1179335.63773074","1288427.89688208","1363177.52235094","1499869.64321387","1625649.22882573","1824656.14537559","2002578.05197316","2141668.83874206","2339781.3762134","2476249.52561579","2619799.62323816","2775259.14196175","2927628.5816431","3127888.04150122","3224280.3063504","3276853.0165885","3297044.01498902","3365385.64264215","3393150.85085036","3373224.5981777","3442360.46301438","3516373.44055629","3430951.57680487","3526313.81530664","3605882.31648139","3465840.09975303","3569089.88435663","3088926.99596095","3073305.22454285","2932565.52314727","3023742.24221033","3104836.12293394","3202635.23252917","3249780.60931159","3305984.32550862","3427593.82198661","3468275.2738979","3405036.41940042","3560126.37830433","3780611.63281032","3795628.30302211","3890601.27137432","3938234.20050338","4171817.98034353","4223611.26817486","4399714.31739225","4558352.3588116","4711611.4713587","4858752.92804854","5014976.55671735","5085953.95081788","5211552.75967556","","","","",
"Lesotho","LSO","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.03","333.697","341.031","348.365","348.365","355.699","359.366","366.7","370.367","374.034","381.368","385.035","388.702","388.702","410.704","414.371","410.704","421.705","443.707","506.046","524.381","550.05","594.054","594.054","575.719","638.058","803.073","","","","",
"avanzada del dividendo demográfico","LTE","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","567244.444457354","614180.187880663","684847.715067746","739311.04225462","785198.753823414","847045.919556716","914536.593487307","975811.288245202","1055689.25966495","1151222.89123487","1318372.23582059","1431449.46373619","1560446.25686154","1705504.71792104","1811472.74953919","1910851.27482338","2019271.59345675","2103136.56131515","2258536.04063256","2291670.33588297","2318714.51437372","2287809.20185735","2281942.38937887","2280176.25551857","2259737.82367314","2307131.11229684","2344885.77612891","2206262.53844545","2231694.86603381","2251605.48776007","2192941.42305315","2219754.17710703","1692195.78276226","1714118.04381749","1592522.47013114","1624705.82000488","1672850.86359629","1733273.56177835","1726819.06580782","1742364.81962405","1832850.31693234","1862226.07247137","1819982.17623161","1922351.67072384","2072324.00143595","2105595.47980184","2189347.14692831","2232485.13928599","2337568.07912397","2306134.65060141","2480213.30227153","2563694.05718633","2699048.81949518","2761790.29683949","2804330.89179917","2791877.7373974","2859826.15996389","","","","",
"Lituania","LTU","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13831.924","11796.739","11675.728","10157.59","9431.524","9611.207","11118.344","8610.116","6710.61","7367.003","7311.998","6424.584","6798.618","7047.974","6959.966","7011.304","7697.033","6582.265","6545.595","6149.559","6347.577","6120.223","6791.284","7168.985","7535.685","","","","",
"Luxemburgo","LUX","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","649.059","773.737","1199.109","1727.157","2079.189","2478.892","2834.591","3138.952","3461.648","3817.347","4085.038","4206.049","4396.733","4895.445","4323.393","3872.352","4165.712","4140.043","4180.38","3780.677","2977.604","2874.928","2852.926","2731.915","2673.243","2893.263","3164.621","3600.994","3678.001","4081.371","4407.734","5196.139","5375.822","5383.156","5284.147","4737.764","4862.442","4979.786","5133.8","5386.823","5852.532","6208.231","6296.239","6831.621","7781.374","8140.74","7686.032","7524.684","7576.022","7058.975","7403.673","7697.033","7466.012","7348.668","7003.97","6761.948","6611.601","","","","",
"Letonia","LVA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7924.387","7374.337","7480.68","6013.88","6032.215","5053.126","4895.445","4033.7","3351.638","3608.328","3446.98","3810.013","3953.026","3949.359","4330.727","4646.089","4290.39","3916.356","4000.697","3549.656","3487.317","3520.32","3674.334","3766.009","3762.342","","","","",
"Región Administrativa Especial de Macao, China","MAC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","36.67","51.338","84.341","88.008","113.677","121.011","139.346","154.014","157.681","161.348","194.351","216.353","227.354","216.353","260.357","289.693","249.356","308.028","410.704","414.371","517.047","535.382","480.377","678.395","601.388","733.4","876.413","971.755","964.421","1030.427","1034.094","1092.766","1081.765","1180.774","1272.449","1232.112","1408.128","1488.802","1558.475","1518.138","1631.815","1686.82","1518.138","1532.806","1716.156","1829.833","1620.814","1364.124","971.755","1708.822","935.085","1144.104","1125.769","982.756","1173.44","1785.829","1749.159","","","","",
"Isla de San Martín (parte francesa)","MAF","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","2456.89","2581.568","1917.841","2713.58","2944.601","3072.946","3821.014","3780.677","4048.368","4107.04","5291.481","6098.221","5581.174","7132.315","8507.44","8188.411","8309.422","9328.848","9688.214","12401.794","12339.455","12071.764","13025.184","13219.535","13718.247","13402.885","12819.832","13553.232","14477.316","15922.114","16651.847","16538.17","18191.987","19680.789","20516.865","20172.167","19156.408","19915.477","19141.74","20483.862","19739.461","19856.805","19966.815","20054.823","24026.184","25324.302","25955.026","27550.171","30645.119","30854.138","34436.797","36603.994","37286.056","37003.697","34488.135","34106.767","34682.486","","","","",
"Mónaco","MCO","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9508.531","6391.581","3380.974","3054.611","2812.589","2570.567","2126.86","1419.129","1283.45","1433.797","1631.815","1767.494","1910.507","1921.508","1870.17","1932.509","2035.185","1976.513","2174.531","2269.873","2086.523","2148.862","2178.198","2291.875","2464.224","","","","",
"Madagascar","MDG","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","352.032","344.698","374.034","399.703","425.372","498.712","513.38","770.07","825.075","762.736","880.08","931.418","1199.109","1008.425","1122.102","1613.48","898.415","777.404","953.42","1026.76","1518.138","935.085","920.417","557.384","832.409","1026.76","1074.431","1232.112","1217.444","865.412","872.746","953.42","924.084","946.086","1199.109","1246.78","1294.451","1576.81","1661.151","1778.495","1818.832","1686.82","1195.442","1576.81","1697.821","1624.481","1569.476","1650.15","1774.828","1664.818","1771.161","1895.839","1954.511","1928.842","2159.863","2471.558","2731.915","","","","",
"Maldivas","MDV","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","3.667","3.667","3.667","3.667","7.334","11.001","14.668","22.002","29.336","44.004","47.671","47.671","51.338","58.672","66.006","80.674","80.674","95.342","124.678","172.349","154.014","231.021","198.018","198.018","249.356","289.693","330.03","300.694","421.705","451.041","462.042","594.054","506.046","667.394","601.388","759.069","781.071","843.41","883.747","935.085","986.423","1111.101","1092.766","1316.453","1301.785","1444.798","","","","",
"Oriente Medio y Norte de África","MEA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","73771.1842877644","77617.5280928184","85288.1736180837","94850.7647590155","92341.6407677529","105433.076691866","119762.395305773","96499.751167892","112342.445651814","113246.06328294","125834.264997848","145816.703669895","145776.298003462","170306.210770361","185608.938621049","201756.512224416","239039.922614356","282285.005424283","289018.05874889","349031.493128282","341137.695204343","372540.244507161","405030.073561251","451463.530776938","459386.714640101","485492.448397864","510452.130525908","507307.835028983","548646.505031779","560084.981874564","507080.094","590574.017","635971.477","700910.38","716429.124","691999.57","690048.726","658937.898","708636.749","768958.899","859042.421","875441.245","838840.918","899449.094","958773.82","961491.067","1010350.175","957226.346","1047764.576","1114408.634","1131221.829","1110789.305","1257847.006","1231371.266","1289071.511","1214998.111","1138024.114","","","","",
"México","MEX","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","43002.909","45008.758","42262.175","42812.225","46490.226","47337.303","50344.243","56655.15","59460.405","66959.42","73468.345","85004.727","89966.178","99130.011","103413.067","111260.447","129514.773","140075.733","155697.153","166602.811","195957.146","207772.22","215751.612","195843.469","198069.338","204387.579","219737.641","231032.001","232531.804","247878.199","235832.104","246734.095","248923.294","250001.392","258263.143","237438.25","237038.547","252410.611","264493.376","271625.691","264090.006","275802.404","265578.808","273418.854","276964.843","291361.485","284922.233","286884.078","288633.237","272964.146","259891.291","272733.125","290393.397","277921.93","269495.164","259088.218","252597.628","","","","",
"Islas Marshall","MHL","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.671","51.338","77.007","84.341","84.341","88.008","88.008","88.008","91.675","88.008","99.009","102.676","110.01","106.343","117.344","113.677","121.011","124.678","128.345","132.012","135.679","139.346","135.679","139.346","143.013","143.013","143.013","","","","",
" Ingreso mediano","MIC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","810266.875463399","864242.870364908","940402.267400278","1008728.65507823","1094758.37368276","1166341.27961","1272857.63841243","1346968.95039732","1478325.86248417","1599755.67209878","1799267.63468717","1974092.00358725","2114542.26917572","2312225.4480664","2445567.19349893","2588330.31870665","2743594.49160552","2893532.45552458","3090929.63564514","3175170.78063024","3228428.72551872","3243366.98012049","3315496.69892735","3337804.60299691","3312918.56508653","3384028.63610426","3453493.17796636","3361310.38597322","3454819.54907417","3538065.91572841","3402581.25197482","3498328.58220658","3020398.80263282","3006357.03226989","2867177.00829487","2955512.71004548","3034127.46951178","3131885.74434433","3175528.68643771","3229489.30922011","3350369.35545037","3388210.67416452","3335274.08395319","3470833.9378574","3690190.94624144","3703244.88538327","3792174.67824417","3822421.65390468","4049649.99500983","4103232.71347498","4284281.57578413","4444487.00996873","4609980.30892385","4753332.04929064","4909045.36534495","4987853.61900869","5111084.33718699","","","","",
"Macedonia del Norte","MKD","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3157.287","2346.88","2148.862","2284.541","3575.325","2981.271","2735.582","2687.911","2819.923","2299.209","2563.233","2530.23","2599.903","2684.244","2867.594","3098.615","2779.586","2812.589","2746.583","2768.585","2702.579","2636.573","2636.573","2783.253","2845.592","","","","",
"Malí","MLI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","121.011","117.344","139.346","176.016","176.016","198.018","190.684","223.687","198.018","161.348","201.685","227.354","245.689","245.689","282.359","315.362","315.362","396.036","377.701","414.371","381.368","385.035","352.032","407.037","425.372","396.036","370.367","348.365","374.034","407.037","414.371","425.372","440.04","451.041","462.042","465.709","487.711","517.047","770.07","803.073","832.409","839.743","858.078","858.078","891.081","916.75","1081.765","1298.118","1558.475","1785.829","1976.513","2159.863","2299.209","2478.892","2651.241","2852.926","2863.927","","","","",
"Malta","MLT","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","330.03","286.026","322.696","403.37","487.711","469.376","407.037","517.047","630.724","649.059","660.06","660.06","839.743","803.073","744.401","667.394","762.736","803.073","935.085","905.749","1019.426","1140.437","1250.447","858.078","1114.768","704.064","1155.105","1444.798","1459.466","1485.135","1569.476","1602.479","1653.817","2057.187","1991.181","2104.858","2178.198","2445.889","2145.195","2346.88","2115.859","2486.226","2299.209","2581.568","2574.234","2698.912","2574.234","2724.581","2559.566","2478.892","2559.566","2548.565","2680.577","2346.88","2346.88","1620.814","1342.122","","","","",
"Myanmar","MMR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1716.156","1837.167","1906.84","1969.179","2192.866","2277.207","2464.224","2988.605","2599.903","2592.569","3527.654","3934.691","3802.679","3160.954","3556.99","3175.622","3622.996","3824.681","3655.999","3784.344","4030.033","4411.401","4121.708","4279.389","4737.764","4316.059","4206.049","2390.884","1690.487","1917.841","2046.186","2020.517","2907.931","3083.947","3454.314","3832.015","3912.689","3890.687","4679.092","5427.16","5782.859","4723.096","5416.159","5889.202","6274.237","5265.812","5460.163","5562.839","5159.469","3857.684","7499.015","7700.7","6266.903","7165.318","9684.547","10043.913","14502.985","","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","58117.8042696121","57250.2097470219","57945.0206146895","64562.2669734283","71690.5118009809","76175.5343330149","90384.232764418","75307.9398104248","92994.3688281428","87785.1254446245","89880.5867915584","105148.04464036","107805.971927786","124389.526552381","138447.498816724","149663.731394786","178514.925518888","200660.6433328","198348.283355219","238540.702488603","226938.463872947","239298.009571881","254752.956067513","283986.47998123","293552.077217585","303393.39305222","300566.358357848","317668.263947211","348581.833186452","360231.86302581","342560.139","373964.327","391954.629","413725.608","429666.057","436516.013","428331.269","434920.868","490956.295","533456.825","530655.237","542943.354","515374.848","554468.735","579426.337","579840.708","583947.748","552664.571","607137.856","628278.111","624317.751","637544.62","673741.577","693660.721","710767.276","666554.257","671904.41","","","","",
"Montenegro","MNE","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388.702","806.74","1030.427","1092.766","865.412","799.406","729.733","707.731","700.397","689.396","744.401","832.409","","","","",
"Mongolia","MNG","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","495.045","506.046","550.05","575.719","634.391","616.056","612.389","689.396","744.401","770.07","821.408","894.748","964.421","1070.764","1162.439","1195.442","1294.451","1393.46","1668.485","1745.492","1877.504","2002.182","2079.189","2192.866","894.748","2365.215","2405.552","2614.571","2687.911","2456.89","2456.89","1862.836","1749.159","1642.816","1096.433","1019.426","1151.438","1125.769","1213.777","1199.109","1316.453","1488.802","1430.13","1565.809","1727.157","1686.82","1950.844","2398.218","2555.899","2328.545","2471.558","3069.279","3479.983","3674.334","3391.975","3366.306","3050.944","","","","",
"Mariana","MNP","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","436.373","1026.76","374.034","216.353","707.731","627.057","850.744","638.058","1155.105","1448.465","1243.113","1745.492","1639.149","1701.488","1422.796","1375.125","1125.769","1719.823","2057.187","1895.839","2328.545","1595.145","1719.823","1287.117","979.089","766.403","770.07","781.071","806.74","836.076","828.742","817.741","832.409","909.416","876.413","935.085","953.42","1015.759","1026.76","1081.765","1213.777","1444.798","1334.788","1613.48","1639.149","1437.464","1518.138","1840.834","1749.159","1965.512","2115.859","2427.554","2317.544","3160.954","5526.169","3520.32","5625.178","","","","",
"Mauritania","MRT","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","36.67","47.671","62.339","88.008","117.344","161.348","179.683","198.018","234.688","267.691","396.036","385.035","429.039","454.708","469.376","495.045","502.379","539.049","568.385","586.72","612.389","616.056","865.412","920.417","854.411","638.058","363.033","3230.627","3171.955","2790.587","839.743","854.411","891.081","913.083","942.419","1004.758","1056.096","1074.431","1067.097","1096.433","1114.768","1173.44","1250.447","1290.784","1386.126","1437.464","1422.796","1639.149","1774.828","1961.845","1961.845","2112.192","2332.212","2046.186","2500.894","2464.224","2299.209","","","","",
"Mauricio","MUS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","172.349","172.349","245.689","201.685","304.361","300.694","267.691","498.712","634.391","572.052","498.712","392.369","689.396","674.728","689.396","590.387","616.056","638.058","627.057","656.393","590.387","539.049","498.712","557.384","561.051","612.389","678.395","832.409","744.401","854.411","1265.115","1349.456","1518.138","1609.813","1532.806","1664.818","1840.834","1877.504","2009.516","2104.858","2097.524","2174.531","2148.862","2310.21","2423.887","2442.222","2493.56","2365.215","2225.869","2299.209","2343.213","2412.886","2379.883","2398.218","2475.225","2526.563","2632.906","","","","",
"Malawi","MWI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","150.347","154.014","198.018","201.685","234.688","256.69","304.361","348.365","366.7","381.368","366.7","341.031","374.034","440.04","469.376","498.712","495.045","440.04","407.037","421.705","410.704","443.707","443.707","436.373","465.709","498.712","517.047","575.719","572.052","649.059","671.061","674.728","682.062","685.729","685.729","704.064","634.391","594.054","623.39","671.061","704.064","682.062","689.396","740.734","843.41","861.745","784.738","803.073","821.408","854.411","715.065","784.738","931.418","","","","",
"Malasia","MYS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","3333.303","3736.673","3824.681","4697.427","6120.223","6057.884","7205.655","8016.062","8001.394","8984.15","13773.252","14994.363","15925.781","15375.731","15342.728","15199.715","18819.044","17843.622","19211.413","22313.695","23047.095","26149.377","25346.304","30560.778","25713.004","27722.52","27990.211","28081.886","30469.103","32372.276","38338.485","42229.172","45602.812","54304.603","55199.351","61979.634","69566.657","70828.105","59750.098","52867.139","56508.47","64491.529","61972.3","63497.772","68686.577","69724.338","62988.059","69731.672","71227.808","65356.941","74392.429","72584.598","75334.848","86746.552","89628.814","77054.671","87747.643","","","","",
"América del Norte","NAC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1398674.474","1417313.835","1462388.599","1494900.221","1539098.572","1617942.739","1687069.356","1762338.198","1870379.019","1964961.95","2251523.332","2319762.535","2504795.688","2640243.667","2551362.921","2479203.695","2535708.498","2679066.196","2729043.739","2667258.456","2460454.324","2265685.286","2139910.853","2122609.947","2152551.002","2150347.135","2233848.392","2300485.116","2393381.227","2382116.203","2200111.992","2154252.49","2204468.388","2250111.537","2278673.8","2282304.13","2342296.25","2404360.225","2461070.38","2495679.526","2549731.106","2560028.042","2529005.222","2621886.665","2682128.141","2699517.055","2659037.042","2643023.253","2500875.665","2408511.269","2417785.112","2336924.095","2284306.312","2315607.824","2331372.257","2402431.383","2380205.696","","","","",
"Namibia","NAM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1015.759","1122.102","1151.438","1309.119","1576.81","1686.82","1741.825","1789.496","1650.15","1631.815","2009.516","1756.493","1855.502","1958.178","2255.205","2159.863","2203.867","2478.892","2669.576","2819.923","2566.9","2856.593","2192.866","3311.301","3516.653","3689.002","","","","",
"Nueva Caledonia","NCL","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","179.683","223.687","190.684","183.35","359.366","440.04","594.054","612.389","916.75","781.071","1334.788","1503.47","1382.459","2299.209","2416.553","2229.536","2167.197","1866.503","1397.127","1378.792","1653.817","1151.438","1067.097","869.079","902.082","953.42","920.417","1023.093","1026.76","1067.097","1114.768","1254.114","1217.444","1375.125","1404.461","1532.806","1477.801","1477.801","1492.469","1763.827","1532.806","1177.107","1646.483","1884.838","1749.159","2097.524","1936.176","2255.205","2159.863","2159.863","2291.875","2324.878","2339.546","2570.567","3047.277","2819.923","2849.259","","","","",
"Níger","NER","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","29.336","55.005","66.006","88.008","95.342","91.675","128.345","121.011","150.347","179.683","201.685","216.353","238.355","293.36","278.692","326.363","315.362","348.365","396.036","462.042","498.712","590.387","612.389","601.388","575.719","575.719","557.384","546.383","564.718","572.052","370.367","333.697","322.696","366.7","341.031","304.361","366.7","399.703","425.372","425.372","447.374","399.703","407.037","462.042","436.373","429.039","399.703","465.709","509.713","667.394","828.742","927.751","1342.122","1540.14","1646.483","1668.485","1631.815","","","","",
"Nigeria","NGA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1877.504","2456.89","2339.546","2456.89","3234.294","4257.387","5177.804","6633.603","3527.654","3751.341","5496.833","6409.916","7040.64","8588.114","9666.212","9629.542","11301.694","8837.47","9145.498","13725.581","21096.251","24975.937","29130.648","29471.679","37762.766","35529.563","38155.135","26934.115","33223.02","32603.297","29801.709","31209.837","35133.527","33036.003","23549.474","22255.023","25551.656","29317.665","25610.328","26945.116","31565.536","37234.718","37605.085","34231.445","30872.473","39827.287","32005.576","27282.48","33527.381","27275.146","59405.4","70120.374","56625.814","62265.66","66658.726","54205.594","61664.272","","","","",
"Nicaragua","NIC","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","517.047","542.716","638.058","817.741","920.417","748.068","920.417","1034.094","1180.774","1232.112","1342.122","1448.465","1547.474","1734.491","1833.5","1840.834","2112.192","2724.581","2533.897","1668.485","1950.844","2057.187","2064.521","1950.844","1800.497","1939.843","2211.201","2387.217","2196.533","1411.795","1950.844","1884.838","2255.205","2174.531","2387.217","2618.238","2695.245","2955.602","3234.294","3450.647","3498.318","3707.337","3762.342","3967.694","4165.712","4055.702","4206.049","4341.728","4158.378","4239.052","4235.385","4536.079","4308.725","4103.373","4330.727","4983.453","5243.81","","","","",
